ville,pays,lat,lon,date_extraction,heure_extraction,timestamp_utc,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Tokyo,JP,35.6762,139.6503,2025-12-17,05,2025-12-17T05:00:00+00:00,3,166.77,0.29,2.49,106.96,2.71,5.74,7.63,0.03
Antananarivo,MG,-18.8792,47.5079,2025-12-17,06,2025-12-17T06:00:00+00:00,1,66.15,0.03,0.24,29.31,0.1,0.5,1.02,0.27
Cairo,EG,30.0444,31.2357,2025-12-17,06,2025-12-17T06:00:00+00:00,2,151.77,0.16,4.98,57.62,3.37,17.69,47.63,0.45
New York,US,40.7128,-74.006,2025-12-17,06,2025-12-17T06:00:00+00:00,2,242.55,0.0,14.93,45.39,4.43,16.04,18.34,1.45
Paris,FR,48.8566,2.3522,2025-12-17,06,2025-12-17T06:00:00+00:00,2,314.3,0.78,20.46,2.7,0.35,11.69,13.34,0.44
Sydney,AU,-33.8688,151.2093,2025-12-17,06,2025-12-17T06:00:00+00:00,2,71.45,0.17,0.95,89.82,3.68,9.79,18.64,0.31
Tokyo,JP,35.6762,139.6503,2025-12-17,06,2025-12-17T06:00:00+00:00,3,172.07,0.19,2.58,108.04,2.66,6.22,8.18,0.02
Antananarivo,MG,-18.8792,47.5079,2025-12-17,07,2025-12-17T07:00:00+00:00,1,65.59,0.03,0.2,30.4,0.1,0.5,0.96,0.25
Cairo,EG,30.0444,31.2357,2025-12-17,07,2025-12-17T07:00:00+00:00,2,149.75,0.68,3.79,62.06,3.06,17.2,47.09,0.41
New York,US,40.7128,-74.006,2025-12-17,07,2025-12-17T07:00:00+00:00,2,213.5,0.0,9.67,51.49,3.83,14.27,16.25,1.5
Paris,FR,48.8566,2.3522,2025-12-17,07,2025-12-17T07:00:00+00:00,2,325.16,1.51,21.67,1.7,0.47,12.9,14.67,0.45
Sydney,AU,-33.8688,151.2093,2025-12-17,07,2025-12-17T07:00:00+00:00,2,70.69,0.19,1.28,87.24,3.68,9.4,19.32,0.29
Tokyo,JP,35.6762,139.6503,2025-12-17,07,2025-12-17T07:00:00+00:00,3,177.65,0.07,2.79,107.11,2.54,5.9,7.84,0.02
Antananarivo,MG,-18.8792,47.5079,2025-12-17,08,2025-12-17T08:00:00+00:00,1,64.78,0.03,0.16,30.96,0.1,0.5,0.91,0.23
Cairo,EG,30.0444,31.2357,2025-12-17,08,2025-12-17T08:00:00+00:00,2,146.97,0.91,2.97,67.44,2.85,16.69,45.71,0.51
New York,US,40.7128,-74.006,2025-12-17,08,2025-12-17T08:00:00+00:00,2,201.74,0.0,7.67,53.05,3.3,13.78,15.62,1.6
Paris,FR,48.8566,2.3522,2025-12-17,08,2025-12-17T08:00:00+00:00,2,336.32,2.45,22.4,0.81,0.53,14.05,15.87,0.44
Sydney,AU,-33.8688,151.2093,2025-12-17,08,2025-12-17T08:00:00+00:00,2,70.97,0.19,2.06,80.93,3.77,8.92,19.34,0.35
Tokyo,JP,35.6762,139.6503,2025-12-17,08,2025-12-17T08:00:00+00:00,3,181.9,0.0,2.46,105.46,2.21,4.98,6.91,0.02
Antananarivo,MG,-18.8792,47.5079,2025-12-17,09,2025-12-17T09:00:00+00:00,1,64.0,0.02,0.13,31.05,0.09,0.5,0.89,0.22
Cairo,EG,30.0444,31.2357,2025-12-17,09,2025-12-17T09:00:00+00:00,2,141.49,0.74,2.21,77.2,2.87,16.56,44.91,0.53
New York,US,40.7128,-74.006,2025-12-17,09,2025-12-17T09:00:00+00:00,2,197.6,0.0,6.99,53.24,3.11,14.0,15.85,1.74
Paris,FR,48.8566,2.3522,2025-12-17,09,2025-12-17T09:00:00+00:00,2,348.98,3.69,22.1,0.55,0.56,15.08,16.93,0.44
Sydney,AU,-33.8688,151.2093,2025-12-17,09,2025-12-17T09:00:00+00:00,2,72.06,0.06,3.39,72.46,4.0,8.41,18.74,0.39
Tokyo,JP,35.6762,139.6503,2025-12-17,09,2025-12-17T09:00:00+00:00,3,182.41,0.0,1.78,104.32,1.82,4.19,6.18,0.01
Antananarivo,MG,-18.8792,47.5079,2025-12-17,10,2025-12-17T10:00:00+00:00,1,62.48,0.02,0.1,31.3,0.08,0.51,0.76,0.19
Cairo,EG,30.0444,31.2357,2025-12-17,10,2025-12-17T10:00:00+00:00,2,129.88,0.27,1.06,97.61,4.23,14.2,38.81,0.02
New York,US,40.7128,-74.006,2025-12-17,10,2025-12-17T10:00:00+00:00,2,197.84,0.0,7.03,52.83,3.14,14.8,16.76,2.01
Paris,FR,48.8566,2.3522,2025-12-17,10,2025-12-17T10:00:00+00:00,2,358.03,5.36,20.64,1.27,0.53,15.85,17.72,0.42
Sydney,AU,-33.8688,151.2093,2025-12-17,10,2025-12-17T10:00:00+00:00,1,72.02,0.0,4.27,59.55,3.64,7.76,17.47,0.29
Tokyo,JP,35.6762,139.6503,2025-12-17,10,2025-12-17T10:00:00+00:00,3,181.28,0.0,1.46,103.87,1.7,3.87,5.78,0.01
Antananarivo,MG,-18.8792,47.5079,2025-12-17,11,2025-12-17T11:00:00+00:00,1,61.56,0.01,0.1,31.09,0.07,0.53,0.7,0.17
Cairo,EG,30.0444,31.2357,2025-12-17,11,2025-12-17T11:00:00+00:00,3,126.25,0.19,0.91,103.81,4.4,13.22,34.52,0.0
New York,US,40.7128,-74.006,2025-12-17,11,2025-12-17T11:00:00+00:00,2,200.71,0.0,7.47,51.81,3.12,15.81,17.91,2.34
Paris,FR,48.8566,2.3522,2025-12-17,11,2025-12-17T11:00:00+00:00,2,364.21,6.77,19.12,2.02,0.48,16.14,18.03,0.41
Sydney,AU,-33.8688,151.2093,2025-12-17,11,2025-12-17T11:00:00+00:00,1,72.53,0.0,4.68,47.1,3.12,7.32,16.48,0.23
Tokyo,JP,35.6762,139.6503,2025-12-17,11,2025-12-17T11:00:00+00:00,3,177.11,0.0,1.6,102.12,1.71,3.92,5.72,0.01
Antananarivo,MG,-18.8792,47.5079,2025-12-17,12,2025-12-17T12:00:00+00:00,1,61.3,0.01,0.11,30.64,0.07,0.57,0.74,0.16
Cairo,EG,30.0444,31.2357,2025-12-17,12,2025-12-17T12:00:00+00:00,3,127.76,0.21,1.26,104.19,4.42,12.94,31.98,0.05
New York,US,40.7128,-74.006,2025-12-17,12,2025-12-17T12:00:00+00:00,2,207.86,0.0,8.78,50.34,3.09,16.98,19.29,2.57
Paris,FR,48.8566,2.3522,2025-12-17,12,2025-12-17T12:00:00+00:00,2,364.02,7.47,17.98,2.66,0.43,16.03,17.96,0.41
Sydney,AU,-33.8688,151.2093,2025-12-17,12,2025-12-17T12:00:00+00:00,1,73.45,0.0,5.09,38.63,2.99,7.21,16.0,0.26
Tokyo,JP,35.6762,139.6503,2025-12-17,12,2025-12-17T12:00:00+00:00,2,173.6,0.0,2.08,99.3,1.79,4.04,5.61,0.01
Antananarivo,MG,-18.8792,47.5079,2025-12-17,13,2025-12-17T13:00:00+00:00,1,62.97,0.01,0.14,30.02,0.08,0.61,0.9,0.2
Cairo,EG,30.0444,31.2357,2025-12-17,13,2025-12-17T13:00:00+00:00,3,133.32,0.29,2.14,102.27,4.91,12.13,29.9,0.28
New York,US,40.7128,-74.006,2025-12-17,13,2025-12-17T13:00:00+00:00,2,218.09,0.02,10.81,47.81,3.1,18.18,20.72,2.43
Paris,FR,48.8566,2.3522,2025-12-17,13,2025-12-17T13:00:00+00:00,2,302.27,3.26,16.32,12.8,0.42,13.11,14.97,0.28
Sydney,AU,-33.8688,151.2093,2025-12-17,13,2025-12-17T13:00:00+00:00,1,74.18,0.0,5.45,32.56,2.93,7.43,15.82,0.29
Tokyo,JP,35.6762,139.6503,2025-12-17,13,2025-12-17T13:00:00+00:00,2,172.27,0.0,3.22,93.58,1.91,4.13,5.5,0.0
Antananarivo,MG,-18.8792,47.5079,2025-12-17,14,2025-12-17T14:00:00+00:00,1,65.81,0.01,0.21,29.08,0.11,0.72,1.16,0.24
Cairo,EG,30.0444,31.2357,2025-12-17,14,2025-12-17T14:00:00+00:00,2,138.66,0.3,3.59,98.74,5.8,10.17,23.85,0.61
New York,US,40.7128,-74.006,2025-12-17,14,2025-12-17T14:00:00+00:00,2,226.26,0.58,12.87,46.25,2.77,18.79,21.53,1.57
Paris,FR,48.8566,2.3522,2025-12-17,14,2025-12-17T14:00:00+00:00,2,279.38,1.91,15.17,16.71,0.36,10.95,12.73,0.32
Sydney,AU,-33.8688,151.2093,2025-12-17,14,2025-12-17T14:00:00+00:00,1,74.78,0.0,5.79,27.7,2.79,7.84,15.8,0.29
Tokyo,JP,35.6762,139.6503,2025-12-17,14,2025-12-17T14:00:00+00:00,2,174.57,0.0,5.09,85.56,2.24,4.35,5.66,0.0
Antananarivo,MG,-18.8792,47.5079,2025-12-17,15,2025-12-17T15:00:00+00:00,1,68.56,0.0,0.28,28.2,0.12,0.87,1.41,0.25
Cairo,EG,30.0444,31.2357,2025-12-17,15,2025-12-17T15:00:00+00:00,2,143.74,0.09,5.62,94.72,7.01,8.3,19.31,0.9
New York,US,40.7128,-74.006,2025-12-17,15,2025-12-17T15:00:00+00:00,2,229.13,1.47,12.56,46.47,2.59,18.3,21.1,1.26
Paris,FR,48.8566,2.3522,2025-12-17,15,2025-12-17T15:00:00+00:00,1,268.65,0.92,14.96,17.15,0.33,9.37,11.15,0.38
Sydney,AU,-33.8688,151.2093,2025-12-17,15,2025-12-17T15:00:00+00:00,1,75.11,0.0,6.08,23.98,2.69,8.33,15.85,0.3
Tokyo,JP,35.6762,139.6503,2025-12-17,15,2025-12-17T15:00:00+00:00,2,178.53,0.0,7.06,77.77,2.56,4.48,5.85,0.01
Antananarivo,MG,-18.8792,47.5079,2025-12-17,16,2025-12-17T16:00:00+00:00,1,70.09,0.0,0.32,27.12,0.12,0.99,1.64,0.25
Cairo,EG,30.0444,31.2357,2025-12-17,16,2025-12-17T16:00:00+00:00,2,149.05,0.0,7.29,89.66,8.34,7.25,17.86,1.14
New York,US,40.7128,-74.006,2025-12-17,16,2025-12-17T16:00:00+00:00,2,230.35,2.26,11.59,49.93,2.5,17.31,20.05,1.23
Paris,FR,48.8566,2.3522,2025-12-17,16,2025-12-17T16:00:00+00:00,1,254.91,0.18,14.52,19.76,0.31,8.33,10.09,0.37
Sydney,AU,-33.8688,151.2093,2025-12-17,16,2025-12-17T16:00:00+00:00,1,75.52,0.0,6.12,21.41,2.56,9.05,16.08,0.28
Tokyo,JP,35.6762,139.6503,2025-12-17,16,2025-12-17T16:00:00+00:00,2,186.76,0.0,8.22,72.69,2.86,4.4,5.77,0.02
Antananarivo,MG,-18.8792,47.5079,2025-12-17,17,2025-12-17T17:00:00+00:00,1,71.68,0.0,0.33,26.48,0.12,1.02,1.74,0.23
Cairo,EG,30.0444,31.2357,2025-12-17,17,2025-12-17T17:00:00+00:00,2,157.85,0.0,9.33,83.05,9.54,7.22,20.03,1.42
New York,US,40.7128,-74.006,2025-12-17,17,2025-12-17T17:00:00+00:00,2,225.96,2.5,10.92,52.57,2.35,16.04,18.61,1.24
Paris,FR,48.8566,2.3522,2025-12-17,17,2025-12-17T17:00:00+00:00,1,242.97,0.03,13.6,23.17,0.31,7.97,9.7,0.33
Sydney,AU,-33.8688,151.2093,2025-12-17,17,2025-12-17T17:00:00+00:00,1,75.49,0.0,6.2,19.48,2.54,9.82,16.56,0.28
Tokyo,JP,35.6762,139.6503,2025-12-17,17,2025-12-17T17:00:00+00:00,2,199.91,0.0,8.17,71.19,3.3,4.03,5.25,0.04
Antananarivo,MG,-18.8792,47.5079,2025-12-17,18,2025-12-17T18:00:00+00:00,1,72.59,0.0,0.32,26.25,0.11,1.0,1.69,0.22
Cairo,EG,30.0444,31.2357,2025-12-17,18,2025-12-17T18:00:00+00:00,2,168.36,0.0,11.23,75.44,10.27,7.56,23.36,1.66
New York,US,40.7128,-74.006,2025-12-17,18,2025-12-17T18:00:00+00:00,2,223.31,2.53,10.69,54.73,2.4,15.18,17.63,1.3
Paris,FR,48.8566,2.3522,2025-12-17,18,2025-12-17T18:00:00+00:00,1,234.36,0.01,12.54,25.69,0.31,7.86,9.53,0.28
Sydney,AU,-33.8688,151.2093,2025-12-17,18,2025-12-17T18:00:00+00:00,2,75.18,0.0,6.45,17.81,2.59,10.47,17.09,0.31
Tokyo,JP,35.6762,139.6503,2025-12-17,18,2025-12-17T18:00:00+00:00,2,211.73,0.0,8.44,70.32,4.33,3.59,4.77,0.06
Antananarivo,MG,-18.8792,47.5079,2025-12-17,19,2025-12-17T19:00:00+00:00,1,72.47,0.0,0.31,26.11,0.1,0.96,1.62,0.21
Cairo,EG,30.0444,31.2357,2025-12-17,19,2025-12-17T19:00:00+00:00,2,175.06,0.0,12.2,67.5,10.11,7.82,26.09,1.79
New York,US,40.7128,-74.006,2025-12-17,19,2025-12-17T19:00:00+00:00,2,227.18,2.84,10.88,58.21,2.65,15.25,17.7,1.33
Paris,FR,48.8566,2.3522,2025-12-17,19,2025-12-17T19:00:00+00:00,1,224.47,0.01,11.13,28.4,0.31,7.4,8.92,0.25
Sydney,AU,-33.8688,151.2093,2025-12-17,19,2025-12-17T19:00:00+00:00,2,74.07,0.01,6.75,16.03,2.59,10.87,17.55,0.3
Tokyo,JP,35.6762,139.6503,2025-12-17,19,2025-12-17T19:00:00+00:00,2,216.21,0.0,9.54,68.92,5.7,3.18,4.45,0.1
Antananarivo,MG,-18.8792,47.5079,2025-12-17,20,2025-12-17T20:00:00+00:00,1,71.82,0.0,0.3,26.3,0.09,0.92,1.55,0.2
Cairo,EG,30.0444,31.2357,2025-12-17,20,2025-12-17T20:00:00+00:00,2,182.84,0.0,12.5,62.31,9.64,8.19,28.47,1.87
New York,US,40.7128,-74.006,2025-12-17,20,2025-12-17T20:00:00+00:00,2,233.99,2.21,13.61,56.48,2.89,15.63,18.19,1.39
Paris,FR,48.8566,2.3522,2025-12-17,20,2025-12-17T20:00:00+00:00,1,212.58,0.0,9.32,32.47,0.29,6.37,7.7,0.23
Sydney,AU,-33.8688,151.2093,2025-12-17,20,2025-12-17T20:00:00+00:00,2,74.52,0.73,6.18,15.45,2.49,11.29,18.09,0.28
Tokyo,JP,35.6762,139.6503,2025-12-17,20,2025-12-17T20:00:00+00:00,2,215.59,0.0,10.78,67.19,6.93,2.94,4.39,0.15
Antananarivo,MG,-18.8792,47.5079,2025-12-17,21,2025-12-17T21:00:00+00:00,1,69.87,0.0,0.28,26.65,0.08,0.86,1.37,0.18
Cairo,EG,30.0444,31.2357,2025-12-17,21,2025-12-17T21:00:00+00:00,2,187.91,0.0,12.12,59.93,9.16,8.74,30.56,1.89
New York,US,40.7128,-74.006,2025-12-17,21,2025-12-17T21:00:00+00:00,2,242.89,1.0,17.93,52.05,3.07,15.4,18.14,1.46
Paris,FR,48.8566,2.3522,2025-12-17,21,2025-12-17T21:00:00+00:00,1,199.55,0.0,7.45,37.58,0.26,5.26,6.44,0.21
Sydney,AU,-33.8688,151.2093,2025-12-17,21,2025-12-17T21:00:00+00:00,2,76.74,2.44,4.44,18.23,2.55,11.93,18.77,0.3
Tokyo,JP,35.6762,139.6503,2025-12-17,21,2025-12-17T21:00:00+00:00,2,212.93,0.0,11.78,65.05,8.03,2.76,4.4,0.2
Antananarivo,MG,-18.8792,47.5079,2025-12-17,22,2025-12-17T22:00:00+00:00,1,68.11,0.0,0.26,27.07,0.07,0.83,1.21,0.17
Cairo,EG,30.0444,31.2357,2025-12-17,22,2025-12-17T22:00:00+00:00,2,189.02,0.0,11.55,57.85,8.16,9.41,32.11,1.91
New York,US,40.7128,-74.006,2025-12-17,22,2025-12-17T22:00:00+00:00,2,254.42,0.14,22.01,47.06,3.14,14.28,17.26,1.52
Paris,FR,48.8566,2.3522,2025-12-17,22,2025-12-17T22:00:00+00:00,1,186.24,0.0,5.82,42.72,0.23,4.17,5.27,0.2
Sydney,AU,-33.8688,151.2093,2025-12-17,22,2025-12-17T22:00:00+00:00,2,80.81,2.79,5.24,30.07,4.41,13.69,21.39,0.22
Tokyo,JP,35.6762,139.6503,2025-12-17,22,2025-12-17T22:00:00+00:00,2,209.97,0.0,12.37,63.6,8.92,2.48,4.43,0.24
Antananarivo,MG,-18.8792,47.5079,2025-12-17,23,2025-12-17T23:00:00+00:00,1,67.12,0.0,0.24,27.29,0.06,0.79,1.1,0.17
Cairo,EG,30.0444,31.2357,2025-12-17,23,2025-12-17T23:00:00+00:00,2,191.12,0.0,11.47,55.6,6.85,10.3,34.18,2.0
New York,US,40.7128,-74.006,2025-12-17,23,2025-12-17T23:00:00+00:00,2,267.86,0.0,24.93,43.2,3.07,13.03,16.26,1.42
Paris,FR,48.8566,2.3522,2025-12-17,23,2025-12-17T23:00:00+00:00,1,176.04,0.0,4.73,46.63,0.19,3.29,4.31,0.22
Sydney,AU,-33.8688,151.2093,2025-12-17,23,2025-12-17T23:00:00+00:00,2,81.9,2.17,5.57,42.09,4.91,14.51,22.46,0.27
Tokyo,JP,35.6762,139.6503,2025-12-17,23,2025-12-17T23:00:00+00:00,2,209.75,0.15,13.9,63.52,9.37,2.23,4.41,0.3
Antananarivo,MG,-18.8792,47.5079,2025-12-18,00,2025-12-18T00:00:00+00:00,1,66.55,0.0,0.23,27.18,0.06,0.76,1.03,0.17
Cairo,EG,30.0444,31.2357,2025-12-18,00,2025-12-18T00:00:00+00:00,2,193.8,0.0,11.41,53.34,5.79,11.29,36.97,2.02
New York,US,40.7128,-74.006,2025-12-18,00,2025-12-18T00:00:00+00:00,2,273.58,0.0,26.72,42.09,2.92,11.66,15.04,1.17
Paris,FR,48.8566,2.3522,2025-12-18,00,2025-12-18T00:00:00+00:00,1,167.35,0.0,3.94,49.9,0.17,2.76,3.71,0.21
Sydney,AU,-33.8688,151.2093,2025-12-18,00,2025-12-18T00:00:00+00:00,2,82.97,1.3,5.37,56.97,5.1,15.37,23.58,0.36
Tokyo,JP,35.6762,139.6503,2025-12-18,00,2025-12-18T00:00:00+00:00,2,211.7,0.92,14.77,64.98,9.74,2.06,4.36,0.35
Antananarivo,MG,-18.8792,47.5079,2025-12-18,01,2025-12-18T01:00:00+00:00,1,67.08,0.0,0.24,26.14,0.05,0.73,1.02,0.19
Cairo,EG,30.0444,31.2357,2025-12-18,01,2025-12-18T01:00:00+00:00,2,194.75,0.0,11.46,50.46,4.96,12.12,39.44,1.81
New York,US,40.7128,-74.006,2025-12-18,01,2025-12-18T01:00:00+00:00,2,277.48,0.0,27.71,40.87,2.28,10.74,14.07,0.84
Paris,FR,48.8566,2.3522,2025-12-18,01,2025-12-18T01:00:00+00:00,1,161.36,0.0,3.42,52.35,0.15,2.28,3.17,0.22
Sydney,AU,-33.8688,151.2093,2025-12-18,01,2025-12-18T01:00:00+00:00,2,80.75,0.36,2.49,70.77,3.32,11.72,18.61,0.2
Tokyo,JP,35.6762,139.6503,2025-12-18,01,2025-12-18T01:00:00+00:00,2,212.34,1.86,14.35,66.76,10.08,1.96,4.33,0.39
Antananarivo,MG,-18.8792,47.5079,2025-12-18,02,2025-12-18T02:00:00+00:00,1,68.38,0.0,0.25,24.18,0.05,0.71,1.05,0.21
Cairo,EG,30.0444,31.2357,2025-12-18,02,2025-12-18T02:00:00+00:00,2,197.89,0.0,11.8,47.2,4.33,13.04,41.91,1.58
New York,US,40.7128,-74.006,2025-12-18,02,2025-12-18T02:00:00+00:00,2,289.5,0.0,29.04,38.59,1.7,10.58,14.06,0.63
Paris,FR,48.8566,2.3522,2025-12-18,02,2025-12-18T02:00:00+00:00,1,157.32,0.0,3.16,53.22,0.13,1.93,2.73,0.22
Sydney,AU,-33.8688,151.2093,2025-12-18,02,2025-12-18T02:00:00+00:00,2,81.69,0.17,1.71,72.69,2.48,10.0,16.76,0.25
Tokyo,JP,35.6762,139.6503,2025-12-18,02,2025-12-18T02:00:00+00:00,2,213.44,2.63,14.14,68.94,10.5,1.95,4.35,0.42
Antananarivo,MG,-18.8792,47.5079,2025-12-18,03,2025-12-18T03:00:00+00:00,1,70.15,0.0,0.27,22.3,0.06,0.73,1.13,0.25
Cairo,EG,30.0444,31.2357,2025-12-18,03,2025-12-18T03:00:00+00:00,2,201.03,0.0,12.3,43.56,3.75,13.9,44.04,1.39
New York,US,40.7128,-74.006,2025-12-18,03,2025-12-18T03:00:00+00:00,2,301.96,0.0,30.1,36.59,1.51,10.99,14.81,0.55
Paris,FR,48.8566,2.3522,2025-12-18,03,2025-12-18T03:00:00+00:00,1,154.4,0.0,3.0,53.6,0.12,1.74,2.44,0.21
Sydney,AU,-33.8688,151.2093,2025-12-18,03,2025-12-18T03:00:00+00:00,2,82.29,0.1,1.46,73.49,2.4,9.45,16.7,0.25
Tokyo,JP,35.6762,139.6503,2025-12-18,03,2025-12-18T03:00:00+00:00,2,213.99,3.15,14.18,71.14,11.0,2.08,4.55,0.44
Antananarivo,MG,-18.8792,47.5079,2025-12-18,04,2025-12-18T04:00:00+00:00,1,73.7,0.02,0.32,20.72,0.08,0.82,1.48,0.32
Cairo,EG,30.0444,31.2357,2025-12-18,04,2025-12-18T04:00:00+00:00,2,203.54,0.0,12.9,39.65,3.37,14.63,46.2,1.27
New York,US,40.7128,-74.006,2025-12-18,04,2025-12-18T04:00:00+00:00,2,319.77,0.01,32.4,32.03,1.07,11.73,15.92,0.44
Paris,FR,48.8566,2.3522,2025-12-18,04,2025-12-18T04:00:00+00:00,1,151.71,0.0,2.88,53.7,0.11,1.64,2.28,0.2
Sydney,AU,-33.8688,151.2093,2025-12-18,04,2025-12-18T04:00:00+00:00,2,82.56,0.09,1.11,74.82,2.34,8.99,16.64,0.23
Tokyo,JP,35.6762,139.6503,2025-12-18,04,2025-12-18T04:00:00+00:00,2,214.52,3.07,15.06,72.74,11.52,2.38,4.92,0.46
Antananarivo,MG,-18.8792,47.5079,2025-12-18,05,2025-12-18T05:00:00+00:00,1,77.71,0.04,0.36,19.92,0.1,0.91,1.92,0.39
Cairo,EG,30.0444,31.2357,2025-12-18,05,2025-12-18T05:00:00+00:00,2,208.78,0.0,14.15,36.44,3.67,15.61,49.05,1.23
New York,US,40.7128,-74.006,2025-12-18,05,2025-12-18T05:00:00+00:00,2,343.98,0.01,35.64,25.94,0.62,12.46,16.82,0.3
Paris,FR,48.8566,2.3522,2025-12-18,05,2025-12-18T05:00:00+00:00,1,150.01,0.0,2.76,54.39,0.1,1.59,2.21,0.2
Sydney,AU,-33.8688,151.2093,2025-12-18,05,2025-12-18T05:00:00+00:00,2,81.57,0.11,0.89,77.14,2.28,8.87,16.67,0.23
Tokyo,JP,35.6762,139.6503,2025-12-18,05,2025-12-18T05:00:00+00:00,2,213.86,2.41,17.06,72.78,12.05,2.64,5.28,0.48
Antananarivo,MG,-18.8792,47.5079,2025-12-18,06,2025-12-18T06:00:00+00:00,1,80.07,0.05,0.37,20.19,0.13,0.95,2.15,0.48
Cairo,EG,30.0444,31.2357,2025-12-18,06,2025-12-18T06:00:00+00:00,3,214.58,1.01,14.94,35.87,4.29,16.99,52.71,1.19
New York,US,40.7128,-74.006,2025-12-18,06,2025-12-18T06:00:00+00:00,2,363.67,0.02,38.06,20.89,0.55,13.64,18.09,0.25
Paris,FR,48.8566,2.3522,2025-12-18,06,2025-12-18T06:00:00+00:00,1,150.36,0.0,2.86,55.44,0.13,1.65,2.35,0.21
Sydney,AU,-33.8688,151.2093,2025-12-18,06,2025-12-18T06:00:00+00:00,2,80.57,0.13,0.85,79.82,2.36,9.01,16.98,0.25
Tokyo,JP,35.6762,139.6503,2025-12-18,06,2025-12-18T06:00:00+00:00,2,212.4,1.46,19.38,71.85,12.46,2.76,5.49,0.51
Antananarivo,MG,-18.8792,47.5079,2025-12-18,07,2025-12-18T07:00:00+00:00,1,69.79,0.03,0.22,25.17,0.12,0.59,1.27,0.3
Cairo,EG,30.0444,31.2357,2025-12-18,07,2025-12-18T07:00:00+00:00,3,217.89,4.1,12.11,39.13,4.9,17.27,55.15,1.45
New York,US,40.7128,-74.006,2025-12-18,07,2025-12-18T07:00:00+00:00,2,374.03,0.02,38.88,17.15,0.82,14.99,19.43,0.33
Paris,FR,48.8566,2.3522,2025-12-18,07,2025-12-18T07:00:00+00:00,1,152.54,0.0,3.19,56.42,0.17,1.8,2.61,0.22
Sydney,AU,-33.8688,151.2093,2025-12-18,07,2025-12-18T07:00:00+00:00,2,81.89,0.23,1.61,79.05,2.96,10.21,19.25,0.27
Tokyo,JP,35.6762,139.6503,2025-12-18,07,2025-12-18T07:00:00+00:00,2,209.53,0.45,20.29,72.16,12.28,2.8,5.52,0.51
Antananarivo,MG,-18.8792,47.5079,2025-12-18,08,2025-12-18T08:00:00+00:00,1,66.26,0.03,0.15,26.99,0.1,0.55,0.98,0.26
Cairo,EG,30.0444,31.2357,2025-12-18,08,2025-12-18T08:00:00+00:00,3,219.8,5.87,10.43,42.45,5.68,17.28,56.99,1.9
New York,US,40.7128,-74.006,2025-12-18,08,2025-12-18T08:00:00+00:00,2,378.46,0.02,38.74,15.92,1.26,16.56,20.81,0.39
Paris,FR,48.8566,2.3522,2025-12-18,08,2025-12-18T08:00:00+00:00,1,153.73,0.0,3.35,57.27,0.2,1.93,2.88,0.24
Sydney,AU,-33.8688,151.2093,2025-12-18,08,2025-12-18T08:00:00+00:00,2,84.74,0.26,2.81,74.19,3.44,11.44,21.37,0.37
Tokyo,JP,35.6762,139.6503,2025-12-18,08,2025-12-18T08:00:00+00:00,2,205.0,0.02,18.71,73.24,11.84,2.86,5.51,0.49
Antananarivo,MG,-18.8792,47.5079,2025-12-18,09,2025-12-18T09:00:00+00:00,1,65.05,0.02,0.12,27.86,0.09,0.54,0.87,0.25
Cairo,EG,30.0444,31.2357,2025-12-18,09,2025-12-18T09:00:00+00:00,3,218.89,5.9,9.68,49.16,7.56,18.18,60.49,2.08
New York,US,40.7128,-74.006,2025-12-18,09,2025-12-18T09:00:00+00:00,2,374.73,0.02,37.32,17.48,1.47,17.4,21.3,0.33
Paris,FR,48.8566,2.3522,2025-12-18,09,2025-12-18T09:00:00+00:00,1,153.43,0.03,3.25,58.51,0.21,2.0,3.07,0.27
Sydney,AU,-33.8688,151.2093,2025-12-18,09,2025-12-18T09:00:00+00:00,2,87.35,0.09,4.36,66.11,3.66,12.03,22.19,0.57
Tokyo,JP,35.6762,139.6503,2025-12-18,09,2025-12-18T09:00:00+00:00,2,200.72,0.0,16.3,74.07,11.6,2.91,5.51,0.48
Antananarivo,MG,-18.8792,47.5079,2025-12-18,10,2025-12-18T10:00:00+00:00,1,65.11,0.02,0.11,28.27,0.1,0.55,0.83,0.26
Cairo,EG,30.0444,31.2357,2025-12-18,10,2025-12-18T10:00:00+00:00,3,187.89,2.37,5.71,78.88,13.7,17.92,57.39,0.95
New York,US,40.7128,-74.006,2025-12-18,10,2025-12-18T10:00:00+00:00,2,338.61,0.01,31.18,25.05,2.23,16.04,19.47,0.27
Paris,FR,48.8566,2.3522,2025-12-18,10,2025-12-18T10:00:00+00:00,2,151.34,0.15,2.91,60.62,0.21,1.99,3.21,0.32
Sydney,AU,-33.8688,151.2093,2025-12-18,10,2025-12-18T10:00:00+00:00,2,89.16,0.0,5.65,57.71,3.72,12.35,22.16,0.78
Tokyo,JP,35.6762,139.6503,2025-12-18,10,2025-12-18T10:00:00+00:00,2,195.39,0.0,14.49,75.24,11.31,2.99,5.6,0.47
Antananarivo,MG,-18.8792,47.5079,2025-12-18,11,2025-12-18T11:00:00+00:00,1,66.09,0.02,0.13,27.49,0.1,0.57,0.91,0.3
Cairo,EG,30.0444,31.2357,2025-12-18,11,2025-12-18T11:00:00+00:00,3,170.46,1.19,3.69,92.25,12.64,17.33,50.27,0.49
New York,US,40.7128,-74.006,2025-12-18,11,2025-12-18T11:00:00+00:00,2,319.5,0.01,27.74,27.32,2.02,14.45,17.56,0.23
